x,y,OBJECTID,WELLPOLL_ID,WE_SITE_ID,WE_TYPE_HP,WE_ID_CODE,WE_ID_YEAR,WE_UPD_DATE,WE_SYSTYPE,LOCID,SITE_ID,PERMIT_NUMBER,DEPTH,STATUS,WELL_TYPE,YIELD,LOCCONWELLDRILLER
-77.78770459,39.15461725,11801,21248,WWIN-1994-0364,W,WWIN,1994,1899/12/31 00:00:00+00,Unknown,32995,WWIN-1994-0364,,,Active,Individual Water Well,,
-77.78753923,39.15542063,11802,21353,WWIN-1994-0365,W,WWIN,1994,1899/12/31 00:00:00+00,Unknown,32996,WWIN-1994-0365,,345,Active,Individual Water Well,,
-77.72649868,39.04858895,11803,8105,WWIN-2005-0031,W,WWIN,2005,1899/12/31 00:00:00+00,Unknown,37329,WWIN-2005-0031,T40170500001,580,Active,Individual Water Well,10,
-77.66420729,39.14241391,11804,19477,WWIN-2005-0032,W,WWIN,2005,1899/12/31 00:00:00+00,Unknown,37330,WWIN-2005-0032,T50058440001,520,Active,Individual Water Well,30,
-77.66546033,39.14104932,11805,19270,WWIN-2005-0033,W,WWIN,2005,1899/12/31 00:00:00+00,Unknown,37331,WWIN-2005-0033,T50058450001,1040,Active,Individual Water Well,1.5,
-77.69627525,39.10276811,11806,14245,WWIN-2005-0034,W,WWIN,2005,1899/12/31 00:00:00+00,Unknown,37332,WWIN-2005-0034,T40233340002,240,Active,Individual Water Well,25,
-77.71718492,39.18681034,11807,24326,WWIN-2005-0035,W,WWIN,2005,1899/12/31 00:00:00+00,Unknown,37333,WWIN-2005-0035,T40238960002,320,Active,Individual Water Well,15,
-77.79965415,39.13979293,11808,18900,WWIN-2005-0036,W,WWIN,2005,1899/12/31 00:00:00+00,Unknown,37334,WWIN-2005-0036,T40249280001,160,Active,Individual Water Well,150,
-77.74681722,39.09532153,11809,13443,WWIN-2005-0037,W,WWIN,2005,1899/12/31 00:00:00+00,Unknown,37335,WWIN-2005-0037,T40218890001,500,Active,Individual Water Well,8,
-77.68925338,39.17013756,11810,22836,WWIN-2005-0038,W,WWIN,2005,1899/12/31 00:00:00+00,Unknown,37336,WWIN-2005-0038,T40261310001,760,Active,Individual Water Well,7,
-77.69457959,39.16754165,11811,22589,WWIN-2005-0039,W,WWIN,2005,1899/12/31 00:00:00+00,Unknown,37337,WWIN-2005-0039,T40261370001,600,Active,Individual Water Well,2.5,
-77.69532519,39.16822319,11812,22640,WWIN-2005-0040,W,WWIN,2005,1899/12/31 00:00:00+00,Active,37338,WWIN-2005-0040,T40261360001,500,Active,Individual Water Well,5,
-77.59137913,39.1589519,11813,21926,WWIN-2005-0041,W,WWIN,2005,1899/12/31 00:00:00+00,Unknown,37339,WWIN-2005-0041,T50067640001,,Active,Individual Water Well,,
-77.74853844,39.09717589,11814,13594,WWIN-2005-0042,W,WWIN,2005,1899/12/31 00:00:00+00,Unknown,37340,WWIN-2005-0042,T40218850001,500,Active,Individual Water Well,15,
-77.74828332,39.09708494,11815,13585,WWIN-2005-0043,W,WWIN,2005,1899/12/31 00:00:00+00,Unknown,37341,WWIN-2005-0043,T40218870001,500,Active,Individual Water Well,25,
-77.68256683,39.09007039,11816,13018,WWIN-2005-0044,W,WWIN,2005,1899/12/31 00:00:00+00,Unknown,37342,WWIN-2005-0044,T50068180002,240,Active,Individual Water Well,25,
-77.60333084,39.18901472,11817,24664,WWIN-2005-0045,W,WWIN,2005,1899/12/31 00:00:00+00,Unknown,37343,WWIN-2005-0045,T40246470002,400,Active,Individual Water Well,5,
-77.79514298,39.03378725,11818,6745,WWIN-2005-0046,W,WWIN,2005,1899/12/31 00:00:00+00,Unknown,37344,WWIN-2005-0046,T40220850001,500,Active,Individual Water Well,0.5,
-77.81401833,39.11969506,11819,16091,WWIN-2005-0047,W,WWIN,2005,1899/12/31 00:00:00+00,Unknown,37345,WWIN-2005-0047,T40239460001,240,Active,Individual Water Well,52,
-77.5403419,39.22933865,11820,28347,WWIN-2005-0048,W,WWIN,2005,1899/12/31 00:00:00+00,Unknown,37346,WWIN-2005-0048,T40252210001,1200,Active,Individual Water Well,1,
-77.57897669,39.07340449,11821,11320,WWIN-2005-0049,W,WWIN,2005,1899/12/31 00:00:00+00,Unknown,37347,WWIN-2005-0049,T40225250002,80,Active,Individual Water Well,100,
-77.87455315,39.00850581,11822,4998,WWIN-2005-0050,W,WWIN,2005,1899/12/31 00:00:00+00,Unknown,37348,WWIN-2005-0050,T40172090002,560,Active,Individual Water Well,23,
-77.53872663,39.22856428,11823,28272,WWIN-2005-0051,W,WWIN,2005,1899/12/31 00:00:00+00,Unknown,37349,WWIN-2005-0051,T40040120001,100,Active,Individual Water Well,40,
-77.7475359,39.09773414,11824,13643,WWIN-2005-0052,W,WWIN,2005,1899/12/31 00:00:00+00,Unknown,37350,WWIN-2005-0052,T40229990001,300,Active,Individual Water Well,30,
-77.69581707,39.16534434,11825,22424,WWIN-2005-0053,W,WWIN,2005,1899/12/31 00:00:00+00,Unknown,37351,WWIN-2005-0053,T40261420001,600,Active,Individual Water Well,3,
-77.69436559,39.16423533,11826,22361,WWIN-2005-0054,W,WWIN,2005,1899/12/31 00:00:00+00,Unknown,37352,WWIN-2005-0054,T40261430001,500,Active,Individual Water Well,3,
-77.69367194,39.16659241,11827,22513,WWIN-2005-0055,W,WWIN,2005,1899/12/31 00:00:00+00,Unknown,37353,WWIN-2005-0055,T40261390001,800,Active,Individual Water Well,3,
-77.53775402,39.22850335,11828,,WWIN-2005-0056,W,WWIN,2005,1970/01/01 00:00:00+00,Unknown,37354,WWIN-2005-0056,T40252230001,350,Active,Individual Water Well,40,
-77.75314737,39.2512257,11829,30012,WWIN-2005-0057,W,WWIN,2005,1899/12/31 00:00:00+00,Unknown,37355,WWIN-2005-0057,T40237400001,500,Active,Individual Water Well,25,
-77.56283011,39.25132029,11830,30153,WWIN-2005-0062,W,WWIN,2005,1899/12/31 00:00:00+00,Unknown,37356,WWIN-2005-0062,T50071910001,600,Active,Individual Water Well,3,
-77.61583316,39.05525412,11831,9003,WWIN-2005-0063,W,WWIN,2005,1899/12/31 00:00:00+00,Unknown,37357,WWIN-2005-0063,T50080320001,300,Active,Individual Water Well,15,
-77.58034602,39.07202925,11832,11193,WWIN-2005-0064,W,WWIN,2005,1899/12/31 00:00:00+00,Unknown,37358,WWIN-2005-0064,T40225230002,250,Active,Individual Water Well,50,
-77.72399258,39.08434263,11833,12373,WWIN-2005-0065,W,WWIN,2005,1899/12/31 00:00:00+00,Unknown,37359,WWIN-2005-0065,T40173410001,650,Active,Individual Water Well,6,
-77.60843987,39.23051909,11834,28409,WWIN-2005-0066,W,WWIN,2005,1899/12/31 00:00:00+00,Unknown,37360,WWIN-2005-0066,T50080150001,1300,Active,Individual Water Well,5,
-77.7217115,39.15904056,11835,21836,WWIN-2005-0067,W,WWIN,2005,1899/12/31 00:00:00+00,Unknown,37361,WWIN-2005-0067,T40159080001,160,Active,Individual Water Well,75,
-77.72272739,39.1529005,11836,21074,WWIN-2005-0068,W,WWIN,2005,1899/12/31 00:00:00+00,Unknown,37362,WWIN-2005-0068,T40159420001,320,Active,Individual Water Well,10,
-77.71490907,39.15345891,11837,21168,WWIN-2005-0069,W,WWIN,2005,1899/12/31 00:00:00+00,Unknown,37363,WWIN-2005-0069,T40159590001,220,Active,Individual Water Well,12,
-77.71713304,39.15307356,11838,21111,WWIN-2005-0070,W,WWIN,2005,1899/12/31 00:00:00+00,Unknown,37364,WWIN-2005-0070,T40159600001,160,Active,Individual Water Well,100,
-77.6613122,39.13993908,11839,19096,WWIN-2005-0071,W,WWIN,2005,1899/12/31 00:00:00+00,Unknown,37365,WWIN-2005-0071,T50066250002,420,Active,Individual Water Well,12,
-77.67380882,39.14288747,11840,19506,WWIN-2005-0072,W,WWIN,2005,1899/12/31 00:00:00+00,Unknown,37366,WWIN-2005-0072,T30261880002,200,Active,Individual Water Well,30,
-77.52120907,39.19486399,11841,25075,WWIN-2005-0073,W,WWIN,2005,1899/12/31 00:00:00+00,Unknown,37367,WWIN-2005-0073,T40265360002,250,Active,Individual Water Well,25,
-77.54874796,39.22865831,11842,28274,WWIN-2005-0074,W,WWIN,2005,1899/12/31 00:00:00+00,Unknown,37368,WWIN-2005-0074,T40040460002,1200,Active,Individual Water Well,1,
-77.68223295,39.16330537,11843,22250,WWIN-2005-0075,W,WWIN,2005,1899/12/31 00:00:00+00,Unknown,37369,WWIN-2005-0075,T50059410001,740,Active,Individual Water Well,5,
-77.47533362,38.92117642,11844,701,WWIN-2005-0076,W,WWIN,2005,1899/12/31 00:00:00+00,Unknown,37370,WWIN-2005-0076,T40212440001,420,Active,Individual Water Well,20,
-77.64994053,39.16417297,11845,22354,WWIN-2005-0077,W,WWIN,2005,1899/12/31 00:00:00+00,Unknown,37371,WWIN-2005-0077,T50066240002,400,Active,Individual Water Well,10,
-77.55816552,39.19183675,11846,24887,WWIN-2005-0079,W,WWIN,2005,1899/12/31 00:00:00+00,Unknown,37372,WWIN-2005-0079,T50061480009,460,Active,Individual Water Well,3,
-77.55650884,39.19117177,11847,24852,WWIN-2005-0080,W,WWIN,2005,1899/12/31 00:00:00+00,Unknown,37373,WWIN-2005-0080,T50061480007,420,Active,Individual Water Well,20,
-77.66596144,39.14216888,11848,19438,WWIN-2005-0081,W,WWIN,2005,1899/12/31 00:00:00+00,Unknown,37374,WWIN-2005-0081,T40113180001,640,Active,Individual Water Well,2,
-77.66450471,39.14126375,11849,19306,WWIN-2005-0082,W,WWIN,2005,1899/12/31 00:00:00+00,Unknown,37375,WWIN-2005-0082,T40113090001,540,Active,Individual Water Well,8,
-77.66573464,39.14228991,11850,19456,WWIN-2005-0083,W,WWIN,2005,1899/12/31 00:00:00+00,Unknown,37376,WWIN-2005-0083,T40113160001,1000,Active,Individual Water Well,0.75,
-77.65664497,39.01409692,11851,,WWIN-2007-0069,W,WWIN,2007,1970/01/01 00:00:00+00,Unknown,38341,WWIN-2007-0069,T70090620001,400,Active,Individual Water Well,4,
-77.8026367,38.99261126,11852,,WWIN-2007-0070,W,WWIN,2007,1970/01/01 00:00:00+00,Unknown,38342,WWIN-2007-0070,T70090560002,700,Active,Individual Water Well,7,
-77.72904321,39.17231179,11853,,WWIN-2007-0071,W,WWIN,2007,1970/01/01 00:00:00+00,Unknown,38343,WWIN-2007-0071,T60239500001,160,Active,Individual Water Well,35,
-77.5956187,39.29323201,11854,,WWIN-2007-0072,W,WWIN,2007,1970/01/01 00:00:00+00,Unknown,38344,WWIN-2007-0072,T70106400001,275,Active,Individual Water Well,20,
-77.53952966,39.2230941,11855,,WWIN-2007-0074,W,WWIN,2007,1970/01/01 00:00:00+00,Unknown,38345,WWIN-2007-0074,T70110350001,460,Active,Individual Water Well,6,
-77.69619992,39.11601402,11856,,WWIN-2007-0075,W,WWIN,2007,1970/01/01 00:00:00+00,Unknown,38346,WWIN-2007-0075,T70084030001,360,Active,Individual Water Well,20,
-77.72480951,39.17899116,11857,,WWIN-2007-0076,W,WWIN,2007,1970/01/01 00:00:00+00,Unknown,38347,WWIN-2007-0076,T70101880001,600,Active,Individual Water Well,6,
-77.83213888,39.00581347,11858,,WWIN-2007-0077,W,WWIN,2007,1970/01/01 00:00:00+00,Unknown,38348,WWIN-2007-0077,T70076800001,260,Active,Individual Water Well,50,
-77.70144238,39.24753071,11859,,WWIN-2007-0078,W,WWIN,2007,1970/01/01 00:00:00+00,Unknown,38349,WWIN-2007-0078,T70106620001,420,Active,Individual Water Well,20,
-77.62242264,39.19201644,11860,,WWIN-2007-0079,W,WWIN,2007,1970/01/01 00:00:00+00,Unknown,38350,WWIN-2007-0079,T70116640001,420,Active,Individual Water Well,25,
-77.64591274,39.13615785,11861,,WWIN-2007-0080,W,WWIN,2007,1970/01/01 00:00:00+00,Unknown,38351,WWIN-2007-0080,T60216400001,320,Active,Individual Water Well,25,
-77.73534347,39.12103762,11862,,WWIN-2007-0081,W,WWIN,2007,1970/01/01 00:00:00+00,Unknown,38352,WWIN-2007-0081,T70086350001,180,Active,Individual Water Well,50,
-77.73279401,39.12274555,11863,,WWIN-2007-0082,W,WWIN,2007,1970/01/01 00:00:00+00,Unknown,38353,WWIN-2007-0082,T70086280001,340,Active,Individual Water Well,25,
-77.65945205,39.14212517,11864,,WWIN-2007-0083,W,WWIN,2007,1970/01/01 00:00:00+00,Unknown,38354,WWIN-2007-0083,T70114040001,300,Active,Individual Water Well,30,
-77.60792424,38.98852888,11865,,WWIN-2007-0101,W,WWIN,2007,1970/01/01 00:00:00+00,Unknown,38355,WWIN-2007-0101,T70121360002,300,Active,Individual Water Well,20,
-77.72721525,39.05037414,11866,,WWIN-2007-0103,W,WWIN,2007,1970/01/01 00:00:00+00,Unknown,38356,WWIN-2007-0103,T70133020001,620,Active,Individual Water Well,7,
-77.60262935,39.14902465,11867,,WWIN-2007-0105,W,WWIN,2007,1970/01/01 00:00:00+00,Unknown,38357,WWIN-2007-0105,T7011830001,358,Active,Individual Water Well,8,
-77.72056128,39.0857229,11868,,WWIN-2007-0106,W,WWIN,2007,1970/01/01 00:00:00+00,Unknown,38358,WWIN-2007-0106,T60223290001,503,Active,Individual Water Well,3,
-77.63515162,39.28342757,11869,,WWIN-2007-0107,W,WWIN,2007,1970/01/01 00:00:00+00,Unknown,38359,WWIN-2007-0107,T70118930002,200,Active,Individual Water Well,30,
-77.57799993,39.19789756,11870,,WWIN-2007-0108,W,WWIN,2007,1970/01/01 00:00:00+00,Unknown,38360,WWIN-2007-0108,T70102410001,1000,Active,Individual Water Well,1,
-77.74939545,39.10444818,11871,,WWIN-2007-0109,W,WWIN,2007,1970/01/01 00:00:00+00,Unknown,38361,WWIN-2007-0109,T70105040001,200,Active,Individual Water Well,50,
-77.72129947,39.17396432,11872,,WWIN-2007-0110,W,WWIN,2007,1970/01/01 00:00:00+00,Unknown,38362,WWIN-2007-0110,T60210490002,303,Active,Individual Water Well,12,
-77.52136332,39.16501443,11873,,WWIN-2007-0111,W,WWIN,2007,1970/01/01 00:00:00+00,Unknown,38363,WWIN-2007-0111,T70124950001,240,Active,Individual Water Well,20,
-77.5159789,39.17528262,11874,,WWIN-2007-0112,W,WWIN,2007,1970/01/01 00:00:00+00,Unknown,38364,WWIN-2007-0112,T70124930001,180,Active,Individual Water Well,25,
-77.62848201,38.9686215,11875,,WWIN-2007-0114,W,WWIN,2007,1970/01/01 00:00:00+00,Unknown,38365,WWIN-2007-0114,T70099000006,420,Active,Individual Water Well,10,
-77.62832571,38.96834544,11876,,WWIN-2007-0115,W,WWIN,2007,1970/01/01 00:00:00+00,Unknown,38366,WWIN-2007-0115,T70098980002,240,Active,Individual Water Well,20,
-77.43329119,39.05978663,11877,,WWIN-2007-0116,W,WWIN,2007,1970/01/01 00:00:00+00,Unknown,38367,WWIN-2007-0116,T70109980001,320,Active,Individual Water Well,20,
-77.79929214,38.9954473,11878,,WWIN-2007-0119,W,WWIN,2007,1970/01/01 00:00:00+00,Unknown,38368,WWIN-2007-0119,T70139090001,340,Active,Individual Water Well,15,
-77.65410148,39.21138411,11879,,WWIN-2007-0120,W,WWIN,2007,1970/01/01 00:00:00+00,Unknown,38369,WWIN-2007-0120,T70139700001,920,Active,Individual Water Well,1,
-77.65656047,39.02450064,11880,,WWIN-2007-0121,W,WWIN,2007,1970/01/01 00:00:00+00,Unknown,38370,WWIN-2007-0121,T70116240001,320,Active,Individual Water Well,6,
-77.65599315,39.0250874,11881,,WWIN-2007-0122,W,WWIN,2007,1970/01/01 00:00:00+00,Unknown,38371,WWIN-2007-0122,T70116260001,1020,Active,Individual Water Well,0.75,
-77.65286735,39.02280897,11882,,WWIN-2007-0123,W,WWIN,2007,1970/01/01 00:00:00+00,Unknown,38372,WWIN-2007-0123,T70116280001,220,Active,Individual Water Well,35,
-77.8405055,39.08445806,11883,,WWIN-2007-0124,W,WWIN,2007,1970/01/01 00:00:00+00,Unknown,38373,WWIN-2007-0124,T60203410001,300,Active,Individual Water Well,15,
-77.73265085,39.20136667,11884,,WWIN-2007-0126,W,WWIN,2007,1970/01/01 00:00:00+00,Unknown,38374,WWIN-2007-0126,T70143340001,340,Active,Individual Water Well,25,
-77.7095764,39.16236119,11885,,WWIN-2007-0128,W,WWIN,2007,1970/01/01 00:00:00+00,Unknown,38375,WWIN-2007-0128,T70142430002,660,Active,Individual Water Well,10,
-77.62620965,39.1187009,11886,,WWIN-2007-0131,W,WWIN,2007,1970/01/01 00:00:00+00,Unknown,38376,WWIN-2007-0131,T70139650001,600,Active,Individual Water Well,7,
-77.59505461,38.99552621,11887,,WWIN-2007-0132,W,WWIN,2007,1970/01/01 00:00:00+00,Unknown,38377,WWIN-2007-0132,T70142510001,500,Active,Individual Water Well,12,
-77.75330201,39.0055995,11888,,WWIN-2007-0133,W,WWIN,2007,1970/01/01 00:00:00+00,Unknown,38378,WWIN-2007-0133,T60221820001,420,Active,Individual Water Well,50,
-77.78290454,39.0558706,11889,,WWIN-2007-0134,W,WWIN,2007,1970/01/01 00:00:00+00,Unknown,38379,WWIN-2007-0134,T70148640001,500,Active,Individual Water Well,5,
-77.71958676,39.18456599,11890,,WWIN-2007-0135,W,WWIN,2007,1970/01/01 00:00:00+00,Unknown,38380,WWIN-2007-0135,T70147120001,300,Active,Individual Water Well,,
-77.73327329,39.12130068,11891,,WWIN-2007-0137,W,WWIN,2007,1970/01/01 00:00:00+00,Unknown,38381,WWIN-2007-0137,T70086310001,460,Active,Individual Water Well,,
-77.73458422,39.12101962,11892,,WWIN-2007-0138,W,WWIN,2007,1970/01/01 00:00:00+00,Unknown,38382,WWIN-2007-0138,T70086340001,340,Active,Individual Water Well,,
-77.52178901,39.25271155,11893,,WWIN-2007-0139,W,WWIN,2007,1970/01/01 00:00:00+00,Unknown,38383,WWIN-2007-0139,T70144640001,140,Active,Individual Water Well,,
-77.52060775,39.25276148,11894,,WWIN-2007-0140,W,WWIN,2007,1970/01/01 00:00:00+00,Unknown,38384,WWIN-2007-0140,T70113360002,360,Abandoned,Individual Water Well,,
-77.60788814,39.16954147,11895,,WWIN-2007-0141,W,WWIN,2007,1970/01/01 00:00:00+00,Unknown,38385,WWIN-2007-0141,t70162370001,640,Active,Individual Water Well,,
-77.6787324,39.12106364,11896,,WWIN-2007-0142,W,WWIN,2007,1970/01/01 00:00:00+00,Unknown,38386,WWIN-2007-0142,T70154180001,325,Active,Individual Water Well,,
-77.73432538,39.12300298,11897,,WWIN-2007-0143,W,WWIN,2007,1970/01/01 00:00:00+00,Unknown,38387,WWIN-2007-0143,T70086300001,580,Active,Individual Water Well,,
-77.73254148,39.12114489,11898,,WWIN-2007-0144,W,WWIN,2007,1970/01/01 00:00:00+00,Unknown,38388,WWIN-2007-0144,T70086230001,270,Active,Individual Water Well,,
-77.76198033,39.11615542,11899,15708,WWTS-1989-0792,W,WWTS,1989,1899/12/31 00:00:00+00,Unknown,39825,WWTS-1989-0792,925FTW-89,420,Active,Test Well,3.5,GSI
-77.76232178,39.11380422,11900,15355,WWTS-1989-0793,W,WWTS,1989,1899/12/31 00:00:00+00,Unknown,39826,WWTS-1989-0793,923FTW89,385,Active,Test Well,5.5,GSI
-77.76356113,39.11204002,11901,15160,WWTS-1989-0794,W,WWTS,1989,1899/12/31 00:00:00+00,Unknown,39827,WWTS-1989-0794,,400,Active,Test Well,6,GSI
-77.76622706,39.10730204,11902,14616,WWTS-1989-0795,W,WWTS,1989,1899/12/31 00:00:00+00,Unknown,39828,WWTS-1989-0795,919FTW89,380,Active,Test Well,2,GSI
-77.76073395,39.11483795,11903,15482,WWTS-1989-0796,W,WWTS,1989,1899/12/31 00:00:00+00,Unknown,39829,WWTS-1989-0796,924FTW89,450,Active,Test Well,1,GSI
-77.76240269,39.11040222,11904,14923,WWTS-1989-0797,W,WWTS,1989,1899/12/31 00:00:00+00,Unknown,39830,WWTS-1989-0797,922FTW89,300,Active,Test Well,2.5,GSI
-77.76519417,39.11002566,11905,14878,WWTS-1989-0798,W,WWTS,1989,1899/12/31 00:00:00+00,Unknown,39831,WWTS-1989-0798,918FTW89,400,Active,Test Well,50,GSI
-77.76735697,39.10892268,11906,14751,WWTS-1989-0799,W,WWTS,1989,1899/12/31 00:00:00+00,Unknown,39832,WWTS-1989-0799,917FTW89,300,Active,Test Well,3.5,GSI
-77.77029774,39.11186637,11907,15133,WWTS-1989-0800,W,WWTS,1989,1899/12/31 00:00:00+00,Unknown,39833,WWTS-1989-0800,911FTW89,175,Active,Test Well,15,GSI
-77.76943501,39.11041718,11908,14919,WWTS-1989-0801,W,WWTS,1989,1899/12/31 00:00:00+00,Unknown,39834,WWTS-1989-0801,912FTW89,400,Active,Test Well,5.5,GSI
-77.76581644,39.11257541,11909,15216,WWTS-1989-0803,W,WWTS,1989,1899/12/31 00:00:00+00,Unknown,39836,WWTS-1989-0803,,200,Active,Test Well,8,GSI
-77.76460762,39.11514566,11910,15534,WWTS-1989-0804,W,WWTS,1989,1899/12/31 00:00:00+00,Unknown,39837,WWTS-1989-0804,921FTW89,140,Active,Test Well,45,GSI
-77.76552002,39.11655916,11911,15754,WWTS-1989-0805,W,WWTS,1989,1899/12/31 00:00:00+00,Unknown,39838,WWTS-1989-0805,916 FTW89,340,Abandoned,Test Well,3.5,GSI
-77.76694105,39.1159777,11912,15675,WWTS-1989-0806,W,WWTS,1989,1899/12/31 00:00:00+00,Unknown,39839,WWTS-1989-0806,915FTW89,200,Active,Test Well,6,GSI
-77.58673074,39.08188903,11913,12217,WWTS-1990-0041,W,WWTS,1990,1899/12/31 00:00:00+00,Unknown,39840,WWTS-1990-0041,,275,Active,Test Well,50,RUNYON
-77.587212,39.08351409,11914,12389,WWTS-1990-0042,W,WWTS,1990,1899/12/31 00:00:00+00,Unknown,39841,WWTS-1990-0042,,300,Active,Test Well,3,RUNYON
-77.58601571,39.0847747,11915,12523,WWTS-1990-0043,W,WWTS,1990,1899/12/31 00:00:00+00,Unknown,39842,WWTS-1990-0043,,600,Active,Test Well,3,RUNYON
-77.587689,39.08450881,11916,12490,WWTS-1990-0044,W,WWTS,1990,1899/12/31 00:00:00+00,Unknown,39843,WWTS-1990-0044,,520,Active,Test Well,20,Valley Drilling
-77.58952407,39.00816842,11917,5158,WWTS-1990-0045,W,WWTS,1990,1899/12/31 00:00:00+00,Unknown,39844,WWTS-1990-0045,,305,Active,Test Well,7,Valley Drilling
-77.59208722,39.00946328,11918,5261,WWTS-1990-0046,W,WWTS,1990,1899/12/31 00:00:00+00,Unknown,39845,WWTS-1990-0046,,305,Active,Test Well,12,Valley Drilling
-77.59351099,39.01250247,11919,5447,WWTS-1990-0047,W,WWTS,1990,1899/12/31 00:00:00+00,Unknown,39846,WWTS-1990-0047,,300,Active,Test Well,12,Valley Drilling
-77.59164274,39.01162642,11920,5391,WWTS-1990-0048,W,WWTS,1990,1899/12/31 00:00:00+00,Unknown,39847,WWTS-1990-0048,,545,Active,Test Well,5.5,Valley Drilling
-77.58999041,39.00954885,11921,5271,WWTS-1990-0049,W,WWTS,1990,1899/12/31 00:00:00+00,Unknown,39848,WWTS-1990-0049,,220,Active,Test Well,12,Valley Drilling
-77.71316309,39.04695505,11922,7955,WWTS-1990-0051,W,WWTS,1990,1899/12/31 00:00:00+00,Unknown,39849,WWTS-1990-0051,,350,Active,Test Well,15,DOMINION
-77.71047178,39.04722414,11923,7982,WWTS-1990-0052,W,WWTS,1990,1899/12/31 00:00:00+00,Unknown,39850,WWTS-1990-0052,,800,Active,Test Well,3,DOMINION/PHILLIPS
-77.70993397,39.04347336,11924,7682,WWTS-1990-0053,W,WWTS,1990,1899/12/31 00:00:00+00,Unknown,39851,WWTS-1990-0053,,345,Active,Test Well,8,GSI
-77.70909238,39.04396039,11925,7717,WWTS-1990-0054,W,WWTS,1990,1899/12/31 00:00:00+00,Unknown,39852,WWTS-1990-0054,,805,Active,Test Well,0.75,GSI/PHILLIPS
-77.70577352,39.04272583,11926,7607,WWTS-1990-0055,W,WWTS,1990,1899/12/31 00:00:00+00,Unknown,39853,WWTS-1990-0055,,285,Active,Test Well,7,
-77.70473865,39.04270203,11927,7605,WWTS-1990-0056,W,WWTS,1990,1899/12/31 00:00:00+00,Unknown,39854,WWTS-1990-0056,,405,Active,Test Well,3,GSI
-77.70194714,39.04202281,11928,7534,WWTS-1990-0057,W,WWTS,1990,1899/12/31 00:00:00+00,Unknown,39855,WWTS-1990-0057,,405,Active,Test Well,5,GSI
-77.70139959,39.04123864,11929,7434,WWTS-1990-0058,W,WWTS,1990,1899/12/31 00:00:00+00,Unknown,39856,WWTS-1990-0058,,605,Active,Test Well,1.25,GSI
-77.70138813,39.04210843,11930,7545,WWTS-1990-0059,W,WWTS,1990,1899/12/31 00:00:00+00,Unknown,39857,WWTS-1990-0059,,265,Active,Test Well,10,GSI
-77.70041885,39.04566868,11931,7846,WWTS-1990-0060,W,WWTS,1990,1899/12/31 00:00:00+00,Unknown,39858,WWTS-1990-0060,,505,Active,Test Well,1,GSI
-77.6991831,39.04502826,11932,7790,WWTS-1990-0061,W,WWTS,1990,1899/12/31 00:00:00+00,Unknown,39859,WWTS-1990-0061,,305,Active,Test Well,5,GSI
-77.69818462,39.04536845,11933,7814,WWTS-1990-0062,W,WWTS,1990,1899/12/31 00:00:00+00,Unknown,39860,WWTS-1990-0062,,285,Active,Test Well,40,GSI
-77.69650983,39.04886706,11934,8143,WWTS-1990-0063,W,WWTS,1990,1899/12/31 00:00:00+00,Unknown,39861,WWTS-1990-0063,,345,Active,Test Well,7,DOMINION
-77.69864593,39.04803594,11935,8071,WWTS-1990-0064,W,WWTS,1990,1899/12/31 00:00:00+00,Unknown,39862,WWTS-1990-0064,,500,Active,Test Well,1.5,DOMINION
-77.70193978,39.04773449,11936,8042,WWTS-1990-0065,W,WWTS,1990,1899/12/31 00:00:00+00,Unknown,39863,WWTS-1990-0065,,390,Active,Test Well,10,DOMINION
-77.70241616,39.04716815,11937,7981,WWTS-1990-0066,W,WWTS,1990,1899/12/31 00:00:00+00,Unknown,39864,WWTS-1990-0066,,350,Active,Test Well,7.5,DOMINION
-77.70525349,39.04675231,11938,7942,WWTS-1990-0067,W,WWTS,1990,1899/12/31 00:00:00+00,Unknown,39865,WWTS-1990-0067,,395,Active,Test Well,20,DOMINION
-77.70408185,39.04730692,11939,7998,WWTS-1990-0068,W,WWTS,1990,1899/12/31 00:00:00+00,Unknown,39866,WWTS-1990-0068,,440,Active,Test Well,7,DOMINION
-77.70531152,39.04802756,11940,8067,WWTS-1990-0069,W,WWTS,1990,1899/12/31 00:00:00+00,Unknown,39867,WWTS-1990-0069,,410,Active,Test Well,25,DOMINION
-77.70719567,39.04863109,11941,8122,WWTS-1990-0070,W,WWTS,1990,1899/12/31 00:00:00+00,Unknown,39868,WWTS-1990-0070,,500,Active,Test Well,,DOMINION
-77.70838332,39.05092623,11942,8379,WWTS-1990-0071,W,WWTS,1990,1899/12/31 00:00:00+00,Unknown,39869,WWTS-1990-0071,,390,Active,Test Well,4,DOMINION
-77.70932035,39.04818341,11943,8081,WWTS-1990-0072,W,WWTS,1990,1899/12/31 00:00:00+00,Unknown,39870,WWTS-1990-0072,,350,Active,Test Well,15,DOMINION
-77.71066554,39.05088646,11944,8372,WWTS-1990-0073,W,WWTS,1990,1899/12/31 00:00:00+00,Unknown,39871,WWTS-1990-0073,,520,Active,Test Well,1.5,DOMINION
-77.71326573,39.0497898,11945,8232,WWTS-1990-0074,W,WWTS,1990,1899/12/31 00:00:00+00,Unknown,39872,WWTS-1990-0074,,400,Active,Test Well,10,DOMINION
-77.71289863,39.04955104,11946,8204,WWTS-1990-0075,W,WWTS,1990,1899/12/31 00:00:00+00,Unknown,39873,WWTS-1990-0075,,310,Active,Test Well,20,DOMINION
